content,label
还好，过得去，就是地盘有些偏低，过一些不平整路面时有托底的风险。,1
原厂控,1
造型拉风，2.0T挂SPORT动力妥妥的,1
就是冲着外观买这车,1
本人178 前排完全没有问题，后排的话头部略显局促，但整体空间还可以，后排偶尔坐两人也是没有问题的！,1
操控方面一直是宝马的强项，这点不容置疑。,1
内饰中庸大气，偏实用方面，还是挺不错的,1
最不满意的地方应该就是换挡杆吧，因为开关了电子档，这个还稍微有些不适应。,-1
内饰的做工和设计几乎完美，每天都想早点进车内欣赏眼前的一切。,1
我买的是标轴，空间还是可以的，符合B级车的标准，满足我的需求，长轴的空间给我感觉就有点过剩了，为什么一定要翘二郎腿呢，储物空间表现算是中规中矩吧，就是中央扶手箱的空间感觉小了点，只能放个墨镜，这车也没配备眼睛盒，所以基本上放不了什么东西了，手套箱的空间还是比较大了，最满意的是后备箱，本身空间就非常大了，在加上可以放倒，偶尔拖点大件都没有问题，总之，标轴的空间并不是短板，而且原汁原味,1
宝马的操控还用说？非常好，在山道操作非常顺手。,1
我很喜欢啊！简单又大气。手感,1
内饰做工还行，但是细节方面就有待加强了,1
方向盘不是特别精准，歪一点并没有改变方向,-1
这个价位买个宝马代步，晚上出去耍，还是可以的。,1
我喜欢它时尚的外观设计，非常耐看，也很大气。,1
空间很不错，日常家用完全没有问题。,1
空间一定给满分，因为后面太适合我拉东西了。平时一家出去刚好坐满，也不得超载。,1
舒适性总体还是相当不错的。底盘调校也比较适中，对过减速带或较差路面时，颠簸不是很大。,1
内饰就是宝马的一般内饰，还可以,1
很宝马，朴实无华手感,1
毕竟3.0T好歹20个以下就行，我开车都是本着开三年就换的目的反正五六十万这点小钱几个月就有了,1
出乎意料的省油！,1
外观没的说，买车就是看外观去买的，我是外貌协会的。车子性能啥的不关注。帅气就行，犀利的大灯以及前脸,1
方向只有一圈，以前没开过其他什么车所以操控没法评比，不过新手很容易上手，C模式下方向盘比较轻，S模式就挺重的,1
说实话1.5T八个的油耗，还是有点高的，毕竟我都是加的95号汽油的，而且也没有很激烈的驾驶，希望过了磨合期之后可以下降一些城市路段,-1
可以起飞,1
宝骏那么多车型都有1.5T的动力，360为啥没有？,-1
安全配置比较主要，上坡辅助、定速巡航等等,1
肯定越便宜越好，谁会嫌东西便宜呢。但是平心而论很不错了。落地不到60买个直列六缸，这买卖哪儿找去。,1
空调制冷温度不够足，这是与日系车做的比较噪音稍大，可以后期自己到汽修店做些调整，不是大问题。避震硬、路感清晰，操控不错舒适性欠佳。选车,1
没话说，一级的！个人比较喜欢硬点准点的调教。,1
1.品牌好能满足我的虚荣心 2.油耗低跑高速开到6.2升油 3.空间大能够满足一家五口出行同时带很多东西  4.操控还是不错的  5.视线很好特别是A柱的小窗子,1
出行比较方便吧，带上父母一起。,1
地盘紧凑，转向也蛮准，comfort模式下略轻,1
作为观粉，我给了所有项目满分，但是问题不能被忽视，。,1
宝马车操控都很好吧,1
本人身高190＋，空间坐包括我在内的4个成人毫无压力，但绝对不会给你宽敞的感觉。内部空间和整车体积比是这辆车的优势，发动机横置和前驱贡献了较短的车头，提供了尚可的空间后车长仅4米3，这也是我买这辆车的重要原因——停车方便。后备箱空间不算大，但好在灵活多变，把有限的空间利用到极致是我对这辆车空间的总体评价，无论是零件的装配还是装载设计。,1
动力够用，外观拉风，有着不错的实用性，操控绝对给力,1
性价比很好了，同城点我也比较过，这个价格他们没有。这个价格销售顾问给出来很不错，很感谢销售顾问！,1
实话车子的油耗可能稍微有一些偏高，也没有办法,-1
空间我是挺满意的，宽大的内部空间，很合格,1
动力输出很平顺，不过堵车的时候有点点顿挫。,1
"单人单车，城市拥堵，匀速20。动力有些冲，1-2,2-3上档有明显顿挫，建议会完的老司机补脚油新手就轻踩油门，堵车跟车转速别过1800",1
反正我喜欢这种圆乎乎的外形，虽然很多人说这不太像宝马风格,1
动力还真的是不错的，果然啊，宝马的车子动力就是不一样的，也是不然怎么那么多的人都是梦想着能够开一开宝马的这个车子呢，还是有理由的啊，它的这个车子的动力输出是特别的稳定的，真是很稳，开起来特别的舒服，自己就是都可以很明显的一个感觉，动力是很好的，加速也是完全的没有任何的问题的。,1
在市里9个油左右吧，之前开着空调。现在跑了1500公里左右，平均油耗9个油左右。,0
千万不要被娇小的身材迷惑了，空间巨大啊,1
座椅的设计和布局也很合理，软硬程度也很好，空间也刚好够用。,1
后排小，不过预料中，油耗也不低,-1
动力好方向精准，空间更是没的说，底盘扎实，操控感强,1
做工用料不错都是软的感觉，摸上去质感还是不错的，中控款式是宝马的新款式给个赞！,1
进入11月份，天气冷了之后，存在热车抖动情况,-1
宝马品牌本来就没啥性价比！,-1
：过弯的时候车子非常平稳，基本感觉不到明显的侧倾现象，而且座椅的包裹性非常好，软硬适中，长途驾驶坐久了感觉也不会那么累。跑高速再也不用担心爆胎这种问题啦！长途行驶中，平稳的车身让同车的朋友感觉不到颠簸，在后排睡的很安稳嘛。,1
油耗方面，可能是在磨合期内，所以还是有点高的，希望后期可以降低一点，这样就更好了。,-1
缺点没有什么发现。,1
最满意灵活好开。,1
宝马耶 你想舒适性能差么,1
动力平顺，平时开起来超车都没什么问题的,1
座椅皮质好，包裹性很好，座椅厚坐着舒服，空调制冷效果好开关方便。,1
虽然马上出来的240 b58的发动机好像很有诱惑力 数据方面都看着很棒 但是我想说买车还是个性价比的计算 现在235 n55的发动机 235kw 320匹马力 450n的数据其实已经非常棒的 对很多人来说都是动力过剩的 动力方面的话自己够用就行 本人只是对动力要求稍高 但是喜欢6缸的感觉 所以430和235还是毫不犹豫地选择了后者 走高速的时候 车子也非常稳 超车只是点一下油门的事情 开了sport以后的回火声 就会让路边的大叔大妈说这台垃圾改装车真吵 哈哈,1
外观我老婆 很喜欢，车身钣金能达到应有 水平，尤其是侧身很新颖，很动感。,1
坐过华晨的，味道刺鼻，进口也好不到哪去，内饰味道也挺大，容易得癌症，女朋友坐一个小时不开窗就头晕。不得不经常开窗，秋冬又很冷，这点很折磨人，这就是目前我觉得宝马最恶心的地方,-1
就说这个车子吧，别的其实都还是挺好的还，但是就是当时买的时候的价位吧，我是不是很满意的，没有一个比较让我很开心的折扣，买这个车子还是我顶着压力给拿下的，要是有点优惠就好了也是。,0
最满意应该是驾控感受了，虽然是前驱宝马，但开过依然是很宝马的味道，油耗和舒适度也真的不错。空间大也是它的优点。,1
没有什么不满意的暂时 就是最喜欢的矿石灰在国内找不到 买的时候就已经接受没有电耳 倒车影像 定速巡航了 爱就爱她的全部,1
配置丰富，空间大，储物空间很多，基本上每个物品都有他的归属。全景天窗大爱，超赞。动力足够给油就飞，晚上开车灯管配置较为出彩。,1
内饰还好,1
够我驾驶位就满分,1
"相信购买2系的人来说空间早已经不再重要了;我买双门车也是为了不后排不载人,2个人坐空间足够了.",1
外观没得说，符合我的喜好。一直喜欢两厢车，从未改变????,1
空间一般般，这车也不是要求空间的，主要是喜欢这个设计和比例大小吧，操控好,1
舒适性很好，也是非常满意的车，体验很不错，是本人比较喜欢的敞篷车,1
买车没优惠显得没多高性价比，不过对于这车来说，61.5万落地我觉得值了，这玩意太主观，每个人环境和看法不同，没啥可写的,1
动力表现一般，感觉马力还是稍微小了一些。,-1
后备箱的空间也还行，特别是别的车型以往放备胎的地方现在变成了隐藏的储物空间，不错！驾驶室的储物盒子也挺多的，方向盘下方，副驾驶下方都有储物空间的！,1
方向感比日系来的精确底盘及,1
领先版的内饰比较粗糙。没有亮色面板和氛围灯。织物座椅也很low。这点实在是糟糕，20w的车，怎么也要上个仿皮吧,-1
前悬架较硬，路面颠簸很直接。,-1
外观不错，敞篷，就想要一部喜欢的敞篷车子,1
目前行驶了550公里，因为有跑高速的原因，油耗8.8的样子。,0
座椅，头枕的软 度还是很不错的！要是座椅的 坐垫长度再加长那么一点点就更好了~,1
后排的空间比较小，只能坐两个人，中间有一个很硬的盒子。前排空间绝对足够了，也有座椅记忆很方便，调节的角度也有很多。,1
减震很给力，很是喜欢这车。每百公里只要8.9升油。,1
自动收纳反光镜（不防炫目）、无钥匙进入、后桥差速器、轮毂17寸而非235的18寸等。不过这些并不是我所看重的，对我而言动力、品牌、价格都满足的情况下，这些都是可有可无。不过配置上有一个问题本人很不理解，就是启动自动打开空调，每次都要手动关闭很恼人，貌似宝马车都是这样。,1
外观没话说，必须拉风，在配上蓝色路上回来率还是有的,1
电子手刹，阻尼按键完全宝马品质。,1
不满意的是这款车的内饰做工感觉还是比较粗糙，不符合这个价位的品质。,-1
满意,1
空间很好，后排坐的很舒服，车子的发动机声音挺小的，风噪胎噪不算大,1
前排舒适性很好，后排也还可以，但是大个子不行,1
操控方面一向是宝马的强项，方向盘握起来手感真是很棒，内部操控也非常的简单，全车的安全稳定性也很好。,1
没有想象的那么不舒服，刚开始开感觉还不错，座椅包裹性很好也很舒服，不过时间长了腰还是有点累。,0
变速箱啊，不开不知道，开了才知道什么叫顿挫了。,1
前后排头部侧气囊，前后驻车雷达，电动天窗，行车电脑显示屏，运动风格座椅，座椅高低调节等,1
外观各有不同，每个人的观点都不一！最开始第一眼确实没有相中，不属于一见钟情的那种吧，而是日久生情咯！做工,-1
空间还是可以的，我一米八的个子做到驾驶位上后排再坐一个和我差不多的绝对很宽敞。,1
M套内饰、方向盘等勉强还行。,1
介绍上说同级别中最大空间，最大轴距，我去看车的时候，也觉得是真的很不错，后备箱还可以拉货。,1
满意....起步加速不错……方向盘手感好指向精准,1
新车提车到现在开了不到两千公里，还在磨合期。所以油耗比较高，不过也能接受。希望首保之后能有所下降吧。,1
前后侧头部气囊，倒车视屏影像，定速巡航，电动天窗，运动外观套件等,1
内饰一般，对内饰也没多大的要求。,-1
外形好，肯定第一点就是车子的高颜值啦，真的是太好看了，车内设计科技感强。,1
外观仁者见仁智者见智，很多人不喜欢这种厢型车所以说最丑宝马，我一个朋友说奔驰B也丑，他们不喜欢厢型车！,-1
精准,1
比较灵活，转向也轻，避震比较结实，稳也不硬。,1
花钱买了宝马让我最满意的那就是车子的这个性能了，果然是好的车子开车开着的感觉都是不一样的，车子的动力输出特别的流畅，并且车子的驱动也是很好的俄，跑起来很不错的旅行车。,1
车子的这个性价比的话，那就是说一般吧，价格毕竟也是在那里的，接受起来也不是说对于我来说多么的轻易，反正就是不会很平价是真的。,0
大气的前脸，整车很有年轻感加运动化的元素，精致帅气。,1
家人都满意这个空间表现，乘坐够用,1
当然是打开蓬后路人投来的目光喽,1
外观感觉比途安要强，特别是标志哈哈，运动版轮毂也比较喜欢，正在考虑要不要贴车贴，网上貌似没有太合适的。朋友们推荐一下吧。不给满分应该是自己还是感觉尺寸比较小吧,0
还不错，至少我喜欢。,1
很多人觉得不值。。但我觉得值了。就是互联导航太贵。。不舍得 加装。。如果加装之后的价格我就觉得不是很值。。只选M套件的话我觉得是蛮值的。。因为宝马玩选装。。预算充足就选装吧。。预算不足就买低配。。,1
很好，高配的避震，稳的很，可以理解为逼格，不影响使用,1
我对这个车子不满意的那就是车子的那个里面没有给配置导航，就是一般来说的十几二十万的车子给配一个导航系统的话是一个很正常的一个事情的，不过就是车子到了宝马这里还是没有这个待遇的，就是车子是一个低配，不过不给配导航这一点还是很不方便的对于现在来说，就是我们的生活走到哪里都是不能够少了导航的带路的啊，交通现在是越来越复杂了，真的是不是很方便的，所以我就是对于车子的这一点有不满意的意见的。,-1
传统的宝马内饰.依然那么的亲切.哈哈.,1
内饰实用大方，空间够用外观耐看 品牌力度强。,1
隔音不错 轮胎薄，但是不管开还是坐都是挺舒适的，别碰到大坑就好,1
用料还算厚道，但是宝马的内饰设计真的太平庸了，重点是仪表盘，要不要那么难看啊,-1
我开车也是比较平稳的，指向精准，驾驶感受偏舒适,1
动力充沛，整车的操控很灵敏，舒适度还可以，安全性也很好。,1
发动机与变速箱搭配接近于完美的结合，8速采埃孚除了低速15km左右有顿挫，其他速度区间表现良好。平顺性仅次于CVT。 3:算是比较拉风的外观，墨尔本红骚气适合女性驾驶，毕竟车是我老婆开,1
符合宝马的特点，希望宝马把内饰再加强下，不然要被奔驰爆了,-1
外观感觉比途安要强，特别是标志哈哈，运动版轮毂也比较喜欢，正在考虑要不要贴车贴，网上貌似没有太合适的。朋友们推荐一下吧。不给满分应该是自己还是感觉尺寸比较小吧,1
空间够宽敞，储物空间也足够大。多功能座椅为家人的出行提供各种可能，周末出去玩时，后排座椅放倒后备箱可以放下很多行李。我主要是市内开开，接送小孩，后排坐三个人也不感到拥挤。,1
宝马的操控水准不需怀疑，虽然是前置，但指向精准，几乎没有虚位，变向和超车都比较轻松，都是在城市里开，高速暂时还没上过。底盘比较硬，过减速前排很爽，后排可有点苦，颠簸较大，平路驾驶还是很舒适。总之底盘韧性十足，还是典型的运动校调，开起来会觉得车子很厚重。车身高度较高，对操控有点影响。,1
个人认为宝马从来不能靠内饰取胜，放弃这点吧，绝不会惊艳，也不难看，中规中矩，方向盘很赞，值得夸一下。跟风自己买了原厂碳纤维内饰（其实原配也挺好看）,0
操控很不错，转向轻松，油门刹车都挺灵敏的，底盘调教也不错,1
拉风,1
号称宝马近10年来最经典之一，我不懂前辈体验，就这车来说，我用随心所欲来形容,1
刚好又碰 上我是新手，倒车吃力。不过，等我的驾驶经验逐步上来，应该这个问题对于我来说，就不再会是个困扰了。,0
座椅舒适度不错，没走过烂路，感觉悬挂不算硬，空间够大，坐后排感觉比较舒适。,1
低速拥堵路段，驾驶感偏重，隔音 不是那么好,-1
一家人都是大长腿，后排座位有点短，好在不是经常一家人出行，不然长途跑可能会有些累，不过还是可以接受的,1
底盘偏硬，我蛮喜欢这种运动风格，不过家里人觉得路感比之前大众的明显,1
很有层次感，虽然比不上奔驰那么精致，不过也挺好，喜欢现在这个内饰，也不像很多人喷的那样内饰如何如何差，个人是比较喜欢的。,1
跑街完美，赛道车身侧倾有点严重，发卡弯推头，但是可以带刹入弯让尾巴非常灵活，尾巴可以很听话的抑制推头保持过弯姿态。总的来说很完美。我认为不是周周跑赛道追求成绩的话悬挂不改也行的。,1
全下来不到28，还算不错的,1
还用说么~高速方向盘也不会发飘~很有底气往上飙~就是怕拍照,1
好看特别好看，为了这个外观才买的,1
外观,0
配置这块我觉得还不错，很实用。,1
动力总体是能够满足我的日常需求，毕竟现在市区的路况大家都是知道的，堵成了狗，这动力还有卵用,1
"内饰简约不简单，很高级的感觉,不浮夸,科技气氛浓郁，给我视觉效果果真是如痴如醉，10.25英寸的触控液晶屏，内置功能丰富，看着挺精致的。",1
百公里八个多油，还算是不错了。,1
之前的车是尼桑的骊威1.6自然吸气排量   所以2系的动力完全够用特别是调到运动模式动力感觉源源不断,1
省油模式慢慢开 一般7-8个油左右。。想稍微快点的话 8-10个左右。。猛开目前还没试。。,1
初看有点不习惯，感觉车头低下去，看多了觉得还行，比较耐看！,1
动力十足，绝不是一般的1.5T双离合能比，发动机和变速箱的调校绝对到位。节能模式够节能，拥堵路况也很省，普通模式不普通，穿街过巷有一手。运动模式有激情，超车劈弯不甩尾！,1
整体良好，包括前排座椅包裹性良好、软硬适中，后排靠背舒适；大天窗带来好心情。胎噪略大，但能接受。,1
速还可以，就是等红绿灯的时候起步不是太快，跟车距离落的有点远。,-1
车子的这个性价比的话，那就是说一般吧，价格毕竟也是在那里的，接受起来也不是说对于我来说多么的轻易，反正就是不会很平价是真的。,1
乘坐空间很大，后座家里两个老人再加上一个小朋友也完全没问题啊，当然了悬挂如果再软一些，那就更完美更棒啦！,1
感觉略lower，可以提升一下，前面的操控感觉不够档次，貌似宝马的车都这样，个人喜好吧仪表,-1
噪音。防爆胎和减配的隔音，实在无敌了。另外订不到车，很勉强接受了时尚版....,-1
内饰虽然谈不上豪华，但是我觉得非常精致，这个内饰个性十足，内饰档次感不会减分,1
高,0
一般般了，很多人这价位选三系或五系了，所需不同,0
油耗还行，省钱,1
一个人用完美，就是有时候带同学，上下后座的时候总踢到车子挺心疼。一个或两个人坐的舒舒服服，直通装载带多少行李都装得下。真玩的开的话带四条轮胎也是可以的,1
高速超车、刹车均比家中的逍客好的多，稳定性比起日系车要好得多横向,1
方向盘手感很轻了，开着就是舒服省心，开长途也不觉得累。,1
感觉造型还是比较时尚，无死角；关门感觉们比较厚重。车灯,1
内饰超然吧，本来就不是很注意这种，自己看得舒服就行了。,1
座椅皮质柔软细腻，填充物软硬适度恰到好处，自驾游也是没有压力的。,1
都说外面看着不大，但里面坐起就舒适多了。宽敞，后排空间也足够。,1
加速很好，调制运动模式百公里加速应该比官方要快,1
还是比较满意的，我现在还没过磨合期8.3/100公里还可以接受,1
悬架偏舒服对细小震动过路很好，过减速带有点声音，后面有点颠！,1
转向清晰，指向精准，极速过弯不会有很强烈的偏离感。,1
后备箱可以放不少东西，因为是防爆胎，所以没有备胎，后备箱暗格还有空间。驾驶位周围的储物格空间还挺多的。车内空间布局被大大释放了，能够更灵活地布置后箱储物空间。,1
百公里5毛现在，郊区市区高速公路混搭。人家多少和我不搭界，我的油耗。,0
缺点是悬架太硬，走烂路时有点坑啊！,-1
手套箱(副驾驶侧)-设计不合理或不易操作                                    内装材质易磨损,-1
前排比较麻烦！两个水杯放上手机钥匙这些就没位置了...只能放门板下面的储物格子里。放,-1
双门、无框、天使眼、小翘臀，俩字完美,1
噪音比较大、座椅硬、不舒服,-1
车漆有点薄，做工嘛，车内部分地方用手晃都可以晃动！,-1
这个车的外观，很帅气，溜背造型，然后空间够大。内饰够厚道。,1
线条不错，很满意，看着比奔驰B舒服,1
颜值必须高，从头到尾没毛病,1
目前还没有发现有什么小问题，等以后发现了再来补充。,1
可以，这真的很宝马。虽然相比原来算是有改进的了，但是已经还是宝马的那些个东西。内饰和豪华完全没关系，够用就行吧。,-1
启停太过频繁，虽然不刻意听没什么感觉，但取消用户选择权确实不该，希望发动机能耐用,-1
B20B20B，ZF8速的变速箱，放在这小车上还是很合适的，现在还没过磨合期，我也没狠踩，因为车轻，所以感觉动力足够了,1
太宝马，不能学学奔驰的豪华么,-1
浓郁的宝马家族特色。,1
操控精准，指哪打哪,1
除了胎噪其他都还可以。,-1
提速不错，自动档轻松完成0--120提速，只需一脚油门即可,1
空间不错，动力全新，油耗比较低，行驶质感很好。而且价格实惠，视野好，装载能力也不错，停车也方便。好开好停,1
主驾驶的座椅舒适度真的超级差，从泉州开到厦门，70公里吧，脖子酸到不行。不过这是轿跑，真的是以驾驶乐趣为主，要舒适度的话，还得是轿车。so，这里就不怪他了,-1
空间，还是空间，这也是买它最主要的原因,1
市区跑跑够了，杭州这么堵，马力大也没用,1
本来想给一分的，怕被黑。 认真说，头太短，真不好看。只能努力看习惯。 其他都还勉强OK吧。就头！车灯,-1
舒适性不错，除了有点单调之外，还是很满意的，没有真皮的，不过舒适度还是可以的，开着也不会很疲劳,1
空间很大，后排跷二郎腿也不麻烦，正驾驶座椅调整好，本人183身高大概还有两拳三指左右，座椅挺舒适的,1
其实真的挺舒服的，座椅包裹性很好，前提是进出性也很好。前排空间充裕。NVH很好。音响一般。后排不算噩梦，短途问题不大。,1
配置方面可以再高点，价格要是低点就更好了，最好再送点礼品就更好了,1
都挺好的。,1
：过弯的时候车子非常平稳，基本感觉不到明显的侧倾现象，而且座椅的包裹性非常好，软硬适中，长途驾驶坐久了感觉也不会那么累。跑高速再也不用担心爆胎这种问题啦！长途行驶中，平稳的车身让同车的朋友感觉不到颠簸，在后排睡的很安稳嘛。,1
坐人宽敞、车震正好、拉货别想。,1
"表现12,但感觉不太准，提车到现在，基本市区。跑过两次高速和几次国道，加了1900块油，油价一直在涨的。油耗还是挺满意的。",1
清晰易读，不花哨，科技感比奥迪差了那么一点异味,-1
发动机启停技术、上坡辅助、ABS防抱死等等。,1
漂亮，双肾的造型，我是很满意的，本身就比较喜欢宝马的造型，符合我的口味，必须点个赞。,1
感觉有点硬，后排应该还好,-1
外型,0
座椅坐着很舒服，空间大没压抑感，坐我的车简直就是享受啊，哈哈哈。,1
外观没得说，符合我的喜好。一直喜欢两厢车，从未改变????,1
既然选择了235，选择了两门，就不在意空间了，可以说空间还是够用的，比想象中的要好，后备箱也可以了。,1
大天窗，采光好，心情好的时候就开出去溜溜，看看风景，静静心，觉得阳光洒在车里十分安静。有时候到家楼下了也愿意在车里呆一会儿，要么听完放的歌，要么就单纯的坐会儿。,1
优点是豪华低调，然后车子的动力和后备箱空间也不错，起步加速都很给力，后备箱可以放四个行李厢也够用。,1
这车颜值挺高，好看，性价比好，动力强，配置足,1
前后头部气囊，电动天窗，内视镜自动防眩目等,1
怎么说呢，2.0T低功发动机装在这样一台小车上动力还算是充沛，毕竟车轻，01也就7秒。但是偶尔想豁车的话就不够了，而且前后都是225的胎，地板油时轮胎明显抓地不够，处在打滑的边缘。其实个人最喜欢的是228，01只要5.4，高功的发动机装在这台小车上真的是游刃有余了，可惜中国不进口，235动力过于强劲了，如果不下赛道的话感觉没啥必要。总的来说动力还是算够用的，高速跑到220就很难上去了。,1
宝马一贯的风格，坐进去的感觉让自己又年轻了几岁。,1
座椅是布的，布的，布的,0
帅！关上篷差点意思，但也也很漂亮了！缺陷是开篷得一直按着！关篷也是...哎...就不能设置一键开关篷么！BMW的设计师和客户体验团队啊！你们的脑子怎么想的真心不知道！车身长度和宽度是真心为城市用车一族设计的！！！停车简单多了！！！哈哈哈哈哈哈！在车位紧张且相对较窄的广州来说！这车身尺寸比例就是为了抢车位设计的嘛……Mini和smart就不要说了！还有那什么甲壳虫！也不要来凑热闹了...你们不在这话题的讨论范围内！你们懂的！车灯,1
动力还是不错，深踩油门，加速度超车都不错,1
还好，过得去，就是地盘有些偏低，过一些不平整路面时有托底的风险。,-1
一家三口问题不大！后排上了儿童安全座椅！但直接插是擦不上去的！因为后排中间杯架这块是凸起的！是要上延长扣才能装上.两人坐很宽裕！非常宽裕！乘坐,1
性价比一流。带3年10万公里免费保养,1
浓郁的宝马家族特色。,1
空间挺好的，坐着感觉挺宽大的，后备箱也很大。,1
油耗偏高，但是能接受，毕竟车的重量在那摆着呢。起步动力有点弱，每次要想快点起步必须舍得踩油门。,0
本人身高188cm，体重100kg，驾驶位调到舒适的位置，老婆的腿部空间还有接近两圈老婆身高168cm，加上全系标配的全景天窗，头部空间更是不用说了，绝对满足家用了,1
很宽敞，但后排三个人确实略显拥挤。,1
车标剪5万以后，性价比较高。,1
高速公路油耗没有刻意关注，估计应该在7-8升百公里油耗,1
油耗我比较满意，现在在8升多。,1
要不是长得好看，我为啥要买？一样配置的也有其他啊~即使贵又能贵到哪儿去？车子漂亮，自己舒服，坐我车的人也舒服，这叫美的享受。,1
动力的调教非常棒，完全感受不到涡轮的介入，非常适合城市路况的驾驶。,1
满意 车长虽然只有4.4米 但后排坐178以下成年人游刃有余 本人还有几次后排坐3个成年人的（临时车同事去打球）,1
很大得空间，很足，一家四口坐在里面都没啥压力，出门旅游，都能带不少东西,1
运动设计套装内饰相对精致点儿，传统宝马内饰简单不花哨我喜欢的风格，新车味道还是有点儿,1
虽然这是台旅行车，但是毕竟是宝马的调教，操控还是挺不错的。当然了，如果悬挂可以再舒适一些就更完美了！,0
操控轻盈准确，指哪打哪。,1
还行算下来一公里6毛。现在新车,1
对比自家逍客在120公里时速以上的提速要快的多感觉动力随叫随到,1
性价比这东西仁者见仁的，有钱人会觉得无所谓，不过这个级别的进口车的确没有过多的性价比可言，但是看在M—P的份上也勉强可以了，全车的套件，前四后二的M刹车，M的悬挂调教，不过不是底盘件，从进口车的角度看，这个价位性价比还可以，因为进口车整体性价比都不是很高,1
怎么说呢，2.0T低功发动机装在这样一台小车上动力还算是充沛，毕竟车轻，01也就7秒。但是偶尔想豁车的话就不够了，而且前后都是225的胎，地板油时轮胎明显抓地不够，处在打滑的边缘。其实个人最喜欢的是228，01只要5.4，高功的发动机装在这台小车上真的是游刃有余了，可惜中国不进口，235动力过于强劲了，如果不下赛道的话感觉没啥必要。总的来说动力还是算够用的，高速跑到220就很难上去了。,1
前排挺好 后排看你多高多重,0
不管是前排空间还是后排空间，我都非常满意。满载也没有觉得拥挤。,1
外观仁者见仁智者见智，很多人不喜欢这种厢型车所以说最丑宝马，我一个朋友说奔驰B也丑，他们不喜欢厢型车！,-1
操控事实上没什么好说的，是一款驾驶者之车，让人有人车合一的感觉，方向精准，动力强劲，地盘有韧性，我现在转弯和掉头都喜欢踩油门，很爽，车非常稳，让我不断的想去挑战它的极限，当然，还是安全第一，这不是个好习惯！,1
转向还好，虚位挺小了，加上可变转向比，方向感是很好的。路感欠缺一点，无所谓了，反而还轻松一点，电子助力有得有失嘛。油门响应灵敏，变速箱很聪明，油门给多少它就能给你一个恰好的加速，底盘不用多说，上等,1
"舒适度一般，座椅有点偏硬，长时间坐的话有点疲惫，底盘还是偏硬的,后排是配备了空调出风口,冷热也可以自行调节。",-1
目前11.5，毕竟是3.0的车还可以接受,1
高速超车、刹车均比家中的逍客好的多，稳定性比起日系车要好得多横向,1
身高1.7米，前排头部腿部空间十分充裕。后排堪比雅阁这种中级车，最赞的是规整的后备箱。,1
加了200元油能跑个400公里左右，一个月加2次油,0
刹车时后尾箱传来异响，有时像金属撞击声，有时又像闷响。砰砰砰的，很恼火，还能听到油箱里的汽油来回晃动，隔音不行。而且4S店说没办法，处理不了，这点很头痛。,-1
毕竟1.5  加速够用 绝对不是那种弹射。,1
虽然操控没有想象那么完美，但是相对于其他的车已经好很多了，基本上能做到想走什么路线就走什么路线。,1
非要我用一个字形容的话，就是大，非常之大，做什么用都可以，没有束缚感，头顶、腿部抑或是后排的空间没有一处不是体现一个字就是大，绝对的够用，后备箱我就没有装满过。,1
比想象的大多了，一点也不拥挤，要是搬个家都够用,1
配置一般般,0
动力和操控感受,0
对于一个年轻人来说 这是不二之选,1
空间是绝对够用的，其轴距够了，再加上空间设计合理，家用绝对是没有问题的。,1
外形好啊~敞篷打开又是一辆车~动力足~三个模式感受很明显~挂S档立马来劲~,1
一般城市高速都开 现在13个点的油耗。最近高速开得多了 明显油耗就下去了 变12了。同样350公里高速235比2.4君威省油 本人实测,1
动力不错，挺美的车，年轻好看，开着体验很好，,1
动力在sports 时比较强，综合不明显，在节约模式时会比较肉，无办法，节约油。,0
表显油耗8.7，也不知道准不准，希望首保后能降下来。已经做好心理准备只要11个油以内就可以。,1
原车价加选配，所以是上面所写的价格。如果你执念L6，偏执操控，又喜欢coupe车型，预算又少于60，你会发现，这是唯一选择。,1
实用方便,1
这个必须要赞，性价比超高，能够满足合理的空间应用、低油耗、强劲动力，还有很好的超控，较高的品牌影响力，还送了三年保养，20万出头一点点的价位也真的挑不出第二辆车了,1
排气声浪，真的无力吐槽M的工程师，你说好歹也是个钢炮，排气声就和轿车一样，我完全不能够接受。呜呜呜的，卡住喉咙一样。难听一笔，回火声还是有，太小了。比起朋友45小了一个级别，人家还是4缸机。差评！大大的不满意！,-1
车漆有点薄。,-1
毕竟是跑车，载物的话感觉可以，坐在车上手脚伸得开就是后排太别扭了，不过后排一般放东西,1
空间不错，坐5个人也还宽敞！特别是头部空间不错，全景天窗也是大爱啊！乘坐,1
平时我就接接小孩，上下班，感觉动力还行，这方面没有过多的要求，我是新手，安全要紧。,1
这个价位车，要求也别太高，座椅包裹性非常好，后排坐垫略短，不知道长途驾驶怎么样。,1
市区10个油，高速我测的是6.2，不知道那些5个油的怎么跑出来的...但作为一款运动车型，达到这个水准已经很不错了，所以我比较满意。,1
减震性好，同级别里面比较出色，悬挂很重要,1
外观造型设计比较喜欢，谁叫我是外貌协会的，算是一见钟情吧。,1
宝马操控还是没的说，虽比不上3系，日常开还是很敏捷，电子助力能按驾驶模式调节力度，很适合女孩子。,1
座椅痛点织物我不说了图便宜不怪谁，座椅结构完全没有侧向支撑，屁股大的准备好换座椅吧,-1
空间很大，无论是头部空间还是腿部空间都很大，后备箱一般大。,1
